brand,fuel_type,transmission,seller_type,car_age_years,mileage_km,engine_size_l,horsepower,previous_owners,price_k
Honda,Petrol,Automatic,Dealer,8.8,119188,2.1,151.0,2,9.96
Ford,Diesel,Automatic,Certified,4.8,98016,2.0,177.0,2,20.08
BMW,Hybrid,Manual,Certified,3.8,82168,1.8,171.0,1,29.68
Hyundai,Petrol,Automatic,Certified,7.7,111681,1.5,184.0,1,12.45
Mercedes,Diesel,Automatic,Dealer,8.1,150460,1.5,105.0,2,16.86
Nissan,Petrol,Automatic,Certified,6.6,98398,2.6,171.0,1,13.96
Honda,Petrol,Manual,Individual,2.4,91320,1.5,125.0,1,10.58
Kia,Electric,Automatic,Dealer,6.4,68301,1.9,100.0,3,16.91
Ford,Diesel,Automatic,Certified,3.9,70570,1.0,83.0,2,12.64
Honda,Petrol,Manual,Dealer,8.6,79188,1.5,150.0,2,8.23
Ford,Electric,Automatic,Dealer,13.4,104312,2.2,206.0,1,19.31
Hyundai,Petrol,Automatic,Individual,1.2,133991,1.7,88.0,1,7.9
Toyota,Petrol,Automatic,Individual,8.7,95034,1.6,191.0,1,13.39
Honda,Hybrid,Automatic,Individual,4.5,80540,2.0,75.0,3,18.76
BMW,Hybrid,Manual,Individual,4.2,137663,2.1,79.0,1,17.04
Honda,Petrol,Automatic,Individual,7.1,94805,1.7,193.0,1,9.32
Hyundai,Petrol,Manual,Certified,4.2,70787,1.0,155.0,3,12.07
Toyota,Hybrid,Automatic,Individual,1.8,73764,1.1,167.0,1,23.06
Ford,Petrol,Automatic,Dealer,5.9,35965,1.6,172.0,2,17.16
Toyota,Hybrid,Automatic,Certified,3.7,102438,2.0,205.0,3,23.13
Honda,Hybrid,Manual,Dealer,0.3,103376,1.8,141.0,1,22.97
Nissan,Petrol,Manual,Dealer,1.1,58243,1.8,123.0,1,17.0
Toyota,Petrol,Manual,Dealer,3.8,110468,2.2,129.0,2,11.78
Mercedes,Petrol,Automatic,Dealer,9.6,109580,2.1,129.0,2,24.48
Ford,Electric,Manual,Dealer,7.3,78007,2.1,156.0,1,18.37
Honda,Petrol,Automatic,Dealer,6.9,90631,1.6,178.0,3,15.31
Hyundai,Diesel,Manual,Individual,4.8,153299,1.7,81.0,1,5.49
Mercedes,Hybrid,Manual,Individual,1.3,88917,1.8,87.0,2,26.86
Toyota,Diesel,Automatic,Individual,2.3,141208,1.6,82.0,1,13.52
Kia,Diesel,Automatic,Individual,6.2,86744,2.4,158.0,1,14.87
Honda,Diesel,Manual,Individual,8.6,66925,2.2,222.0,1,14.95
Mercedes,Petrol,Automatic,Individual,5.6,127048,2.1,208.0,1,22.93
Toyota,Hybrid,Automatic,Dealer,6.8,130972,2.3,177.0,1,18.26
,Electric,Automatic,Individual,7.5,119784,2.7,219.0,4,20.48
Ford,Petrol,Automatic,Individual,11.7,154334,1.7,112.0,1,4.5
Kia,Diesel,Manual,Certified,2.8,33921,2.2,166.0,1,20.94
Mercedes,Petrol,Automatic,Individual,1.3,91962,1.6,189.0,1,27.57
BMW,Diesel,Automatic,Dealer,9.6,89034,1.7,172.0,1,21.61
Mercedes,Petrol,Automatic,Certified,4.0,143277,1.8,120.0,1,23.65
Ford,Petrol,Automatic,Dealer,2.3,85447,1.3,140.0,1,17.89
Toyota,Diesel,Automatic,Individual,0.0,61838,1.4,145.0,2,19.11
Toyota,Petrol,Manual,Dealer,8.9,139345,1.0,154.0,2,5.06
Honda,Diesel,Manual,Dealer,3.8,45489,1.6,142.0,1,17.56
BMW,Petrol,Manual,Individual,6.0,145759,2.5,202.0,1,15.45
Kia,Diesel,Manual,Individual,7.3,68997,3.1,168.0,1,12.66
Hyundai,Petrol,Manual,Individual,2.5,100403,1.5,110.0,1,9.99
Mercedes,Hybrid,Automatic,Individual,4.9,119292,1.3,180.0,1,26.08
Nissan,Diesel,Manual,Individual,4.2,153455,1.6,210.0,1,11.9
Toyota,Diesel,Automatic,Dealer,9.8,171609,2.5,170.0,1,11.51
Toyota,Petrol,Manual,Dealer,4.6,64459,2.3,83.0,1,13.35
Toyota,Petrol,Automatic,Dealer,4.0,58405,1.8,107.0,1,19.02
Mercedes,Diesel,Manual,Individual,5.7,85372,1.3,136.0,1,23.16
Nissan,Diesel,Manual,Dealer,6.2,70874,2.3,96.0,3,11.85
Toyota,Petrol,Automatic,Certified,2.0,66453,1.7,96.0,3,18.19
BMW,Diesel,Automatic,Dealer,4.6,99523,1.4,171.0,2,24.54
Nissan,Diesel,Automatic,Dealer,8.3,96755,2.0,75.0,1,10.06
Honda,Diesel,Manual,Individual,1.6,113743,1.4,170.0,1,14.39
Ford,Hybrid,Automatic,Dealer,3.9,79224,1.7,194.0,3,21.67
Ford,Diesel,Manual,Certified,5.5,120998,1.5,114.0,1,9.49
Hyundai,Petrol,Automatic,Dealer,4.2,108657,1.7,207.0,2,13.92
Mercedes,Hybrid,Manual,Dealer,6.2,105437,2.3,122.0,4,23.92
Kia,Diesel,Automatic,Dealer,5.2,72097,2.5,207.0,3,19.85
Mercedes,Electric,Automatic,Dealer,11.3,148520,1.9,175.0,3,24.63
Toyota,Hybrid,Manual,Individual,9.3,125369,2.3,203.0,2,12.41
Toyota,Electric,Manual,Individual,8.0,117297,1.5,,1,18.34
Nissan,Hybrid,Automatic,Individual,0.0,32820,2.1,89.0,1,24.25
Kia,Petrol,Manual,Dealer,7.1,94309,1.6,99.0,3,6.91
Mercedes,Petrol,Automatic,Individual,3.7,111985,1.4,161.0,1,24.2
Kia,Diesel,Manual,Individual,4.3,83149,1.5,188.0,1,14.57
Ford,Petrol,Automatic,Individual,2.4,35843,2.2,174.0,1,20.51
Honda,Hybrid,Automatic,Dealer,0.8,64313,2.3,172.0,1,29.1
Kia,Petrol,Manual,Dealer,3.2,28467,2.6,163.0,1,22.29
Ford,Petrol,Automatic,Individual,2.4,35775,1.7,196.0,2,19.73
Nissan,Petrol,Manual,Individual,13.0,134201,1.8,133.0,3,4.5
Honda,Petrol,Manual,Dealer,6.5,133368,,148.0,1,11.03
BMW,Petrol,Automatic,Individual,4.3,115274,1.2,148.0,4,16.67
Nissan,Petrol,Automatic,Certified,1.6,110967,2.0,203.0,1,17.8
Honda,Petrol,Manual,Dealer,4.8,85847,1.9,117.0,4,10.79
Mercedes,Diesel,Automatic,Individual,8.6,128526,1.7,156.0,1,18.99
Kia,Diesel,Manual,Dealer,3.2,132183,2.1,187.0,3,10.48
Ford,Hybrid,Automatic,Individual,5.2,98081,2.1,92.0,1,13.92
Honda,Petrol,Manual,Individual,10.7,140421,1.4,171.0,2,4.5
Mercedes,Petrol,Automatic,Individual,7.3,104990,1.8,111.0,2,22.43
Nissan,Petrol,Manual,Dealer,1.8,137887,2.2,173.0,1,12.5
Toyota,Diesel,Automatic,Dealer,5.1,91364,2.1,149.0,4,15.58
Hyundai,Petrol,Automatic,Individual,2.6,133850,2.1,153.0,3,11.75
Ford,Petrol,Automatic,Individual,3.7,116885,1.8,194.0,3,13.07
Ford,Diesel,Manual,Dealer,5.1,100677,2.0,164.0,1,14.11
Kia,Hybrid,Manual,Individual,7.4,118771,1.0,98.0,1,7.63
Toyota,Electric,Automatic,Dealer,6.0,46941,1.8,118.0,3,23.32
Toyota,Petrol,Automatic,Certified,8.6,126519,1.7,192.0,4,13.99
Ford,Diesel,Manual,Individual,2.5,71166,1.0,118.0,1,15.27
Ford,Diesel,Automatic,Individual,7.3,92713,1.8,177.0,2,11.78
Honda,Petrol,Manual,Dealer,4.4,106692,2.1,118.0,1,12.21
BMW,Petrol,Automatic,Dealer,4.9,127322,1.6,131.0,1,17.49
BMW,Electric,Manual,Individual,4.5,97305,2.3,192.0,1,30.6
Honda,Petrol,Automatic,Individual,3.1,92273,2.1,148.0,1,15.32
Honda,Diesel,Automatic,Dealer,2.0,81111,1.8,120.0,1,20.04
Hyundai,Petrol,Manual,Dealer,6.1,111260,2.5,168.0,3,8.16
Ford,Petrol,Manual,Certified,1.9,37495,1.8,115.0,4,21.31
Nissan,Diesel,Manual,Dealer,4.4,96759,1.7,214.0,2,17.25
Toyota,Petrol,Automatic,Individual,3.9,99247,2.1,188.0,1,19.5
Honda,Diesel,Manual,Individual,6.9,121719,1.6,139.0,2,4.64
Honda,Diesel,Manual,Individual,7.9,145980,2.0,151.0,1,4.5
Hyundai,Petrol,Automatic,Individual,9.1,115941,1.0,92.0,3,4.5
Ford,Electric,Automatic,Dealer,5.4,116888,2.4,141.0,4,18.82
Kia,Petrol,Automatic,Individual,5.0,102858,2.6,145.0,1,10.51
BMW,Diesel,Automatic,Individual,5.7,112375,1.8,180.0,1,22.8
Hyundai,Hybrid,Automatic,Dealer,5.4,96161,1.7,113.0,1,17.87
Hyundai,Petrol,Automatic,Dealer,6.5,154748,2.4,225.0,1,12.37
Nissan,Petrol,Automatic,Dealer,2.8,60254,1.4,150.0,2,18.57
Toyota,Hybrid,Manual,Individual,5.5,120731,2.3,152.0,2,13.17
Mercedes,Electric,Manual,Individual,5.9,135815,2.1,208.0,1,28.69
Toyota,Hybrid,Manual,Individual,6.8,105489,1.7,210.0,2,16.57
Hyundai,Diesel,Automatic,Dealer,4.4,82171,1.8,135.0,1,16.84
Toyota,Hybrid,Manual,Individual,5.2,110487,1.9,,1,13.85
Toyota,Petrol,Manual,Individual,5.3,86118,1.9,98.0,2,12.37
Hyundai,Hybrid,Manual,Individual,5.3,105492,2.0,167.0,2,15.14
,Diesel,Manual,Individual,3.7,95701,1.5,118.0,1,9.27
Toyota,Petrol,Automatic,Dealer,7.5,105431,1.8,161.0,2,12.89
Mercedes,Electric,Automatic,Dealer,7.0,173602,1.4,171.0,1,25.36
Honda,Diesel,Manual,Individual,9.3,123187,,162.0,2,6.13
Toyota,Petrol,Manual,Individual,5.3,88442,2.5,147.0,1,15.42
Nissan,Diesel,Automatic,Certified,5.4,62862,1.7,138.0,1,15.52
Ford,Petrol,Automatic,Individual,4.9,94993,2.4,184.0,1,16.21
Hyundai,Electric,Manual,Dealer,2.0,123201,2.0,148.0,1,22.9
Hyundai,Diesel,Automatic,Individual,9.1,105720,2.5,114.0,3,10.08
Ford,Hybrid,Automatic,Dealer,4.0,137267,1.9,119.0,2,16.17
Honda,Petrol,Manual,Dealer,4.7,96957,2.2,129.0,3,11.17
BMW,Petrol,Manual,Dealer,4.1,81927,1.7,137.0,4,18.98
Kia,Petrol,Automatic,Dealer,4.6,110565,1.0,163.0,1,11.69
Honda,Hybrid,Manual,Certified,5.2,60458,2.3,122.0,2,21.07
Toyota,Electric,Automatic,Dealer,0.0,94025,1.8,152.0,2,29.31
Hyundai,Diesel,Manual,Individual,6.2,96684,1.5,139.0,1,7.1
Mercedes,Diesel,Automatic,Individual,2.4,21172,1.2,166.0,1,34.55
Kia,Diesel,Manual,Dealer,2.0,62842,1.5,107.0,1,12.59
Hyundai,Diesel,Automatic,Individual,13.1,93919,1.6,104.0,1,6.79
Honda,Hybrid,Automatic,Individual,5.1,102388,2.2,178.0,1,23.25
Toyota,Diesel,Automatic,Dealer,6.2,70062,2.0,118.0,1,17.06
Honda,Diesel,Automatic,Individual,3.5,135671,1.7,101.0,2,13.14
Toyota,Electric,Manual,Individual,5.8,87144,2.1,134.0,1,20.85
Honda,Petrol,Manual,Individual,4.9,73923,1.1,168.0,1,12.91
Ford,Hybrid,Automatic,Individual,4.2,66672,2.1,75.0,1,17.52
Kia,Hybrid,Manual,Dealer,2.3,96467,2.0,135.0,1,17.71
Honda,Hybrid,Automatic,Dealer,4.1,79868,1.8,75.0,1,17.2
Toyota,Hybrid,Manual,Individual,7.9,53959,1.7,91.0,1,15.24
Honda,Diesel,Automatic,Dealer,7.7,47245,2.2,120.0,3,17.19
Kia,Petrol,Manual,Dealer,5.6,105422,2.1,118.0,1,7.73
Nissan,Electric,Manual,Dealer,5.4,15666,1.2,137.0,1,26.59
Toyota,Electric,Manual,Individual,5.2,109172,2.0,81.0,1,18.0
Kia,Hybrid,Manual,Dealer,7.3,132054,1.6,178.0,1,13.0
Ford,Hybrid,Automatic,Individual,4.7,73380,1.7,162.0,1,19.97
Ford,Petrol,Manual,Individual,4.5,140844,2.2,98.0,4,4.5
Ford,Hybrid,Automatic,Individual,2.5,106097,2.1,87.0,1,19.36
Mercedes,Petrol,Automatic,Individual,6.4,101672,2.3,117.0,1,21.7
Nissan,Petrol,Manual,Dealer,8.7,151984,2.1,75.0,2,4.5
Toyota,Petrol,Automatic,Certified,9.2,86357,1.3,90.0,4,6.3
Honda,Hybrid,Automatic,Individual,5.4,114454,1.2,81.0,3,13.43
Hyundai,Petrol,Automatic,Dealer,12.1,116473,1.8,197.0,1,6.32
Toyota,Hybrid,Automatic,Dealer,11.3,129036,1.9,141.0,1,12.78
Hyundai,Petrol,Automatic,Individual,4.9,83649,1.8,174.0,4,8.47
Ford,Electric,Automatic,Dealer,3.9,115001,1.4,168.0,2,25.89
Ford,Hybrid,Manual,Individual,5.0,96749,1.7,157.0,1,16.88
Mercedes,Petrol,Automatic,Dealer,7.0,130162,1.6,107.0,2,18.91
BMW,Electric,Manual,Individual,8.8,126089,1.0,93.0,1,18.25
Toyota,Hybrid,Automatic,Individual,6.4,101665,2.6,143.0,2,19.5
Hyundai,Diesel,Manual,Individual,6.8,92350,3.0,191.0,2,9.24
Kia,Diesel,Manual,Individual,4.2,103605,,124.0,2,7.17
Nissan,Diesel,Automatic,Dealer,9.1,79912,1.4,171.0,2,12.98
Honda,Diesel,Automatic,Dealer,7.6,160519,2.2,104.0,2,9.64
Hyundai,Electric,Automatic,Certified,8.6,36449,1.7,128.0,2,21.97
Mercedes,Petrol,Manual,Individual,9.7,134422,1.8,85.0,1,13.47
Ford,Diesel,Automatic,Dealer,2.5,109883,2.8,179.0,1,15.65
Nissan,Hybrid,Automatic,Dealer,5.0,41998,1.9,102.0,2,18.51
Mercedes,Hybrid,Automatic,Individual,5.3,94631,1.3,110.0,1,29.48
Toyota,Petrol,Manual,Individual,7.2,165811,2.0,85.0,3,4.5
Ford,Hybrid,Automatic,Dealer,5.5,75968,2.1,169.0,1,22.06
Ford,Petrol,Manual,Dealer,4.3,75515,1.4,137.0,1,10.5
Honda,Electric,Automatic,Certified,9.1,109184,1.7,89.0,1,18.03
Toyota,Hybrid,Automatic,Certified,2.2,79211,1.4,136.0,1,26.84
Ford,Petrol,Manual,Individual,7.6,101243,1.9,188.0,1,8.96
Nissan,Petrol,Manual,Individual,7.8,76741,1.2,75.0,1,4.71
Mercedes,Petrol,Manual,Individual,7.6,107455,1.3,178.0,4,14.29
,Diesel,Manual,Dealer,0.0,98541,2.3,161.0,1,22.31
Kia,Petrol,Automatic,Dealer,4.0,84175,1.7,150.0,1,14.56
Honda,Petrol,Manual,Dealer,5.6,74409,1.7,112.0,1,13.38
Kia,Petrol,Automatic,Dealer,3.6,62711,1.9,130.0,2,16.72
Nissan,Petrol,Automatic,Dealer,1.4,79410,1.5,139.0,2,17.84
Ford,Electric,Manual,Individual,11.5,132660,1.6,136.0,1,7.95
Hyundai,Hybrid,Manual,Dealer,1.0,64991,2.4,237.0,1,29.65
Ford,Petrol,Automatic,Dealer,2.6,88478,2.2,150.0,2,17.43
Ford,Hybrid,Automatic,Certified,7.2,116836,1.6,179.0,2,17.68
Ford,Electric,Automatic,Individual,4.1,80023,1.3,75.0,1,18.99
Honda,Diesel,Manual,Individual,8.2,105398,2.0,180.0,2,9.78
BMW,Hybrid,Automatic,Certified,0.0,84373,2.0,142.0,1,35.69
Honda,Petrol,Automatic,Individual,3.0,103011,1.6,191.0,1,16.65
Hyundai,Petrol,Automatic,Certified,4.5,123127,2.0,129.0,1,13.71
Nissan,Petrol,Automatic,Individual,9.5,160470,1.6,114.0,3,4.5
Toyota,Petrol,Manual,Dealer,3.4,84048,1.7,144.0,2,13.44
BMW,Diesel,Manual,Individual,0.3,25515,1.5,167.0,3,27.08
Honda,Petrol,Automatic,Dealer,1.9,92020,1.1,173.0,2,16.99
Mercedes,Petrol,Manual,Dealer,11.4,96641,2.2,153.0,2,16.54
BMW,Hybrid,Manual,Individual,2.2,24758,1.7,161.0,1,33.1
Toyota,Petrol,Manual,Individual,4.8,80791,1.8,149.0,1,11.94
Honda,Hybrid,Manual,Individual,6.7,119140,1.4,75.0,1,12.65
Ford,Electric,Automatic,Individual,0.7,105814,1.8,151.0,1,29.88
Toyota,Diesel,Automatic,Individual,2.1,90743,1.5,124.0,1,16.93
Toyota,Hybrid,Automatic,Dealer,10.1,111656,2.2,168.0,2,15.68
Toyota,Petrol,Automatic,Dealer,7.4,107626,2.0,146.0,2,10.32
Kia,Petrol,Automatic,Individual,4.2,93525,2.0,120.0,3,12.78
Honda,Hybrid,Automatic,Individual,3.9,51935,1.9,157.0,1,24.86
Ford,Petrol,Automatic,Dealer,5.1,62422,2.4,178.0,2,16.43
BMW,Hybrid,Automatic,Certified,7.0,79310,2.5,185.0,1,32.81
Nissan,Petrol,Automatic,Dealer,4.4,101441,2.5,165.0,1,14.17
Mercedes,Hybrid,Automatic,Dealer,5.7,85884,3.0,148.0,1,31.46
Ford,Hybrid,Manual,Certified,6.1,108498,2.6,189.0,3,17.54
Nissan,Petrol,Manual,Certified,4.0,79510,1.8,184.0,1,16.84
Honda,Hybrid,Manual,Individual,11.0,122563,1.2,134.0,1,10.13
Toyota,Hybrid,Automatic,Dealer,4.1,152767,2.0,159.0,2,21.49
Honda,Hybrid,Manual,Individual,3.9,42219,1.3,130.0,1,18.36
,Petrol,Automatic,Dealer,6.1,120106,2.1,88.0,1,11.7
Nissan,Petrol,Automatic,Individual,0.0,77107,1.0,148.0,3,18.59
BMW,Hybrid,Automatic,Individual,5.4,63973,1.4,147.0,1,26.87
Hyundai,Diesel,Automatic,Certified,5.6,98700,2.1,165.0,2,19.19
Ford,Petrol,Automatic,Individual,1.8,95722,2.0,181.0,1,18.19
Hyundai,Diesel,Manual,Individual,8.4,96509,1.7,112.0,1,6.17
Ford,Petrol,Manual,Dealer,3.6,88177,2.2,132.0,2,9.6
Honda,Petrol,Automatic,Individual,9.7,139731,1.7,141.0,4,4.5
Ford,Electric,Automatic,Individual,4.0,100085,1.5,169.0,2,22.49
BMW,Petrol,Automatic,Dealer,9.1,160007,1.6,190.0,2,13.65
Toyota,Hybrid,Automatic,Individual,9.8,73873,1.6,158.0,1,18.65
Nissan,Diesel,Automatic,Individual,6.0,82755,1.0,149.0,1,11.73
Nissan,Diesel,Automatic,Individual,5.7,112550,1.4,125.0,1,11.77
Toyota,Petrol,Automatic,Certified,4.9,100810,2.6,198.0,1,20.99
Nissan,Diesel,Manual,Dealer,4.7,133393,1.6,207.0,1,12.56
Kia,Diesel,Automatic,Dealer,7.0,112492,1.7,102.0,2,8.64
Kia,Petrol,Automatic,Individual,7.1,48875,1.8,160.0,1,14.2
Hyundai,Diesel,Manual,Individual,5.1,108956,1.9,168.0,3,12.78
Hyundai,Petrol,Manual,Individual,8.7,135838,1.8,180.0,3,4.5
Hyundai,Hybrid,Automatic,Individual,0.0,91317,1.9,181.0,1,21.04
Honda,Diesel,Manual,Dealer,0.0,93447,1.0,95.0,1,14.99
Nissan,Hybrid,Automatic,Certified,3.9,72561,2.1,143.0,2,22.2
Nissan,Petrol,Automatic,Dealer,8.8,145360,2.0,179.0,4,6.76
Toyota,Diesel,Automatic,Individual,0.0,72556,1.2,99.0,2,22.72
Nissan,Diesel,Automatic,Individual,1.3,65227,2.1,114.0,3,16.13
Ford,Petrol,Automatic,Individual,4.7,111318,2.0,155.0,1,13.71
Mercedes,Hybrid,Automatic,Individual,1.3,83315,1.6,165.0,1,33.6
Kia,Electric,Manual,Individual,11.1,127641,1.8,93.0,3,6.78
Honda,Petrol,Automatic,Dealer,9.2,132354,2.1,115.0,2,6.67
Toyota,Electric,Manual,Individual,0.8,38508,1.4,147.0,4,29.8
Ford,Petrol,Automatic,Dealer,3.3,94776,2.3,168.0,1,17.15
Ford,Petrol,Automatic,Certified,6.8,77172,2.1,173.0,1,17.68
Honda,Diesel,Manual,Individual,0.5,66323,2.3,200.0,4,13.15
Ford,Electric,Automatic,Dealer,5.2,53377,2.0,144.0,1,28.01
Toyota,Diesel,Automatic,Individual,6.2,113475,1.2,138.0,2,12.26
Kia,Electric,Automatic,Individual,7.8,156689,1.5,132.0,1,13.02
Nissan,Diesel,Automatic,Individual,4.6,42733,1.8,151.0,1,19.0
Toyota,Petrol,Automatic,Individual,4.5,131505,1.7,163.0,1,13.32
Honda,Petrol,Manual,Individual,3.5,62585,2.0,137.0,1,12.55
BMW,Petrol,Automatic,Individual,6.7,62534,1.6,130.0,1,21.15
Toyota,Petrol,Automatic,Dealer,6.2,88792,1.7,180.0,1,17.05
Nissan,Hybrid,Automatic,Dealer,3.5,62269,2.3,168.0,1,22.9
Honda,Petrol,Automatic,Individual,8.0,161323,1.4,154.0,1,6.5
Mercedes,Petrol,Manual,Individual,7.8,76386,1.6,185.0,1,21.72
BMW,Electric,Automatic,Individual,1.4,95444,1.2,75.0,3,30.48
Hyundai,Hybrid,Automatic,Individual,6.9,116626,2.6,146.0,1,16.71
Toyota,Hybrid,Automatic,Dealer,5.5,113299,1.3,141.0,1,16.84
Honda,Diesel,Automatic,Individual,0.0,107079,2.0,198.0,1,18.33
Hyundai,Electric,Automatic,Dealer,4.0,76879,2.0,171.0,2,24.23
Honda,Hybrid,Manual,Dealer,4.9,94816,2.0,137.0,1,13.7
BMW,Diesel,Automatic,Dealer,7.6,92561,1.6,213.0,1,20.95
Nissan,Hybrid,Manual,Dealer,5.5,101406,1.8,171.0,1,15.42
Hyundai,Petrol,Manual,Certified,10.5,88439,1.9,200.0,1,12.12
Toyota,Hybrid,Manual,Dealer,4.1,128799,2.3,126.0,3,17.98
Toyota,Hybrid,Manual,Dealer,0.0,84553,2.6,141.0,2,22.01
BMW,Electric,Automatic,Individual,6.6,86862,1.8,198.0,1,26.39
Nissan,Diesel,Manual,Dealer,3.8,89652,2.1,153.0,1,16.67
Nissan,Electric,Manual,Individual,6.6,103607,2.1,194.0,4,15.53
Honda,Diesel,Automatic,Dealer,5.3,49055,1.6,194.0,3,19.94
Ford,Petrol,Manual,Dealer,5.1,75949,2.1,155.0,2,13.33
Mercedes,Petrol,Automatic,Certified,3.1,86766,1.4,106.0,1,26.32
Nissan,Petrol,Automatic,Individual,7.4,60438,1.0,112.0,2,9.63
Honda,Electric,Automatic,Individual,2.1,56138,1.3,75.0,1,27.19
Ford,Diesel,Automatic,Individual,4.4,24943,1.9,75.0,1,16.85
Ford,Electric,Automatic,Dealer,7.1,64818,2.6,169.0,1,25.73
Nissan,Petrol,Automatic,Dealer,9.8,91933,1.3,157.0,1,8.62
BMW,Petrol,Manual,Individual,9.5,71267,1.8,171.0,1,19.7
Honda,Petrol,Manual,Individual,3.3,64546,1.0,145.0,1,11.54
Ford,Electric,Automatic,Dealer,4.6,141499,1.4,75.0,2,17.65
Honda,Petrol,Automatic,Individual,7.3,149173,1.8,140.0,1,8.5
BMW,Hybrid,Manual,Dealer,6.0,77271,1.8,139.0,1,24.81
Mercedes,Diesel,Manual,Individual,6.5,100889,1.9,217.0,3,19.4
BMW,Petrol,Manual,Individual,5.4,93623,2.2,140.0,2,17.83
Toyota,Electric,Automatic,Certified,6.7,98498,1.5,75.0,1,20.7
Toyota,Electric,Manual,Certified,4.6,142177,1.4,139.0,1,19.18
Ford,Electric,Manual,Individual,7.1,83279,2.4,118.0,1,18.35
BMW,Petrol,Manual,Dealer,5.6,121862,1.8,207.0,1,18.55
Hyundai,Diesel,Manual,Individual,4.7,64225,1.9,127.0,2,9.94
Toyota,Hybrid,Automatic,Individual,7.1,96416,2.0,125.0,1,15.57
BMW,Petrol,Manual,Individual,4.3,126616,1.6,134.0,2,15.86
Nissan,Petrol,Manual,Individual,5.4,102300,2.2,172.0,2,10.56
Toyota,Petrol,Automatic,Individual,5.6,93905,2.4,187.0,1,12.56
Kia,Diesel,Automatic,Individual,10.9,93882,1.6,146.0,1,5.47
Kia,Hybrid,Manual,Individual,5.1,109770,1.7,186.0,3,12.01
Ford,Petrol,Manual,Dealer,6.8,164228,2.5,132.0,3,4.5
Kia,Petrol,Manual,Individual,6.8,124693,1.7,183.0,1,5.38
Hyundai,Diesel,Automatic,Dealer,6.0,73431,1.1,151.0,1,10.96
,Diesel,Manual,Dealer,7.8,110921,1.9,266.0,1,14.02
Ford,Hybrid,Manual,Certified,5.9,114457,1.2,162.0,4,12.03
Toyota,Diesel,Automatic,Dealer,6.0,126547,2.1,160.0,3,12.35
Toyota,Petrol,Manual,Dealer,1.8,136505,2.4,108.0,3,15.09
Honda,Diesel,Automatic,Dealer,3.4,93204,2.2,173.0,2,19.73
Hyundai,Petrol,Automatic,Individual,4.3,85672,2.0,100.0,2,12.12
Honda,Petrol,Manual,Individual,9.1,107371,1.8,156.0,1,7.11
Honda,Hybrid,Automatic,Individual,5.7,93910,2.3,173.0,1,19.65
BMW,Petrol,Automatic,Individual,5.6,104902,2.1,119.0,1,17.44
Honda,Petrol,Automatic,Dealer,6.8,98132,1.7,75.0,1,8.35
Toyota,Diesel,Manual,Certified,4.7,97588,2.4,179.0,2,18.72
BMW,Hybrid,Manual,Individual,5.8,86653,1.1,78.0,1,22.81
Toyota,Petrol,Automatic,Individual,3.3,118157,2.1,155.0,1,19.55
Hyundai,Hybrid,Manual,Individual,9.4,108702,2.4,139.0,1,12.93
Hyundai,Hybrid,Manual,Dealer,10.6,134338,1.5,150.0,1,5.24
Hyundai,Petrol,Automatic,Dealer,5.1,60802,2.1,151.0,4,13.03
Mercedes,Hybrid,Manual,Certified,7.6,76997,1.5,134.0,1,25.5
Honda,Petrol,Automatic,Individual,2.9,94470,2.2,137.0,4,9.71
Kia,Diesel,Manual,Dealer,5.8,65396,1.8,149.0,3,12.79
Honda,Diesel,Automatic,Individual,6.3,80137,2.9,206.0,3,14.7
Honda,Hybrid,Manual,Individual,3.1,89979,2.3,144.0,3,16.91
Kia,Petrol,Automatic,Dealer,4.9,112628,1.5,173.0,2,12.74
Hyundai,Hybrid,Automatic,Dealer,7.1,63705,1.0,143.0,1,14.11
Mercedes,Petrol,Manual,Certified,5.3,76586,1.8,126.0,2,20.19
Hyundai,Hybrid,Automatic,Individual,5.0,115295,1.9,140.0,2,16.07
BMW,Diesel,Manual,Individual,5.2,100454,1.7,163.0,3,19.03
Ford,Petrol,Manual,Individual,7.5,110430,2.2,161.0,1,6.61
Ford,Petrol,Manual,Dealer,8.9,88023,2.2,117.0,1,7.58
Honda,Electric,Automatic,Dealer,5.5,91343,1.5,129.0,1,21.5
Mercedes,Diesel,Manual,Certified,6.9,61442,1.7,,1,28.04
Hyundai,Petrol,Automatic,Dealer,0.3,62040,2.1,229.0,4,19.65
BMW,Hybrid,Manual,Dealer,6.2,47447,,147.0,1,29.81
,Petrol,Automatic,Individual,5.1,114627,2.3,188.0,1,15.48
BMW,Petrol,Automatic,Dealer,9.0,75283,2.6,221.0,2,24.64
Toyota,Petrol,Manual,Dealer,2.4,66148,1.9,118.0,2,15.69
Nissan,Petrol,Manual,Individual,4.7,46127,1.7,112.0,1,11.06
Mercedes,Diesel,Manual,Dealer,6.8,64089,1.7,160.0,2,21.64
Ford,Hybrid,Manual,Dealer,5.5,102260,1.6,123.0,1,14.16
Hyundai,Electric,Automatic,Individual,5.2,83689,1.7,83.0,4,15.18
Honda,Hybrid,Manual,Individual,5.3,84045,2.5,171.0,1,20.86
Hyundai,Petrol,Manual,Certified,5.4,82753,2.0,124.0,1,9.58
Kia,Electric,Automatic,Certified,10.2,123887,2.4,153.0,1,18.15
Honda,Hybrid,Manual,Certified,6.6,126575,2.3,224.0,1,21.03
Toyota,Petrol,Manual,Individual,0.8,40147,2.0,115.0,4,16.8
