age,income_k,credit_score,tenure_years,monthly_spend,satisfaction_score,target_class
45,66.43,808,6.38,762.56,5.47,1
26,51.76,598,5.84,806.78,2.3,0
19,62.72,750,2.96,751.46,8.14,1
41,67.55,759,7.31,905.98,6.5,1
41,59.52,577,1.3,1337.47,5.19,0
40,66.19,730,6.26,200.0,9.67,1
39,72.98,661,6.45,889.48,7.16,0
32,59.65,676,6.35,1158.37,6.19,0
43,20.0,657,8.55,786.8,8.03,1
35,85.17,772,8.16,1015.94,7.05,1
30,55.54,672,12.67,1159.02,7.02,1
32,47.65,648,4.45,839.24,5.59,0
55,43.14,649,6.84,756.43,7.54,1
18,54.95,656,6.65,1105.79,7.91,0
40,51.56,604,6.5,1008.98,5.6,0
18,48.94,647,2.21,886.28,3.66,0
34,49.77,688,2.45,1034.47,7.93,0
31,67.95,708,6.02,1111.27,7.44,0
18,90.46,764,1.27,888.34,7.76,1
39,72.31,697,5.0,967.2,6.57,0
31,76.84,647,4.06,1014.94,7.94,0
18,54.34,609,5.11,798.39,5.52,0
43,61.57,701,9.4,1161.35,6.22,1
49,66.4,672,2.76,673.2,4.93,0
50,50.11,674,8.61,871.12,8.24,1
39,53.61,698,4.29,1068.85,6.43,0
35,72.82,716,4.66,667.59,6.85,1
48,76.35,699,7.4,1091.69,7.15,0
52,61.01,668,5.18,941.86,6.14,1
46,42.07,624,3.32,1191.54,7.73,0
26,55.57,637,4.89,1034.81,8.99,1
37,38.38,739,0.67,864.19,7.97,1
39,61.13,650,7.14,950.95,3.92,0
18,63.83,586,0.0,958.86,6.66,0
40,55.94,761,8.66,1345.12,6.73,1
58,63.63,614,7.85,918.63,8.36,1
41,66.25,682,10.8,869.64,5.68,1
50,63.85,714,12.55,857.0,4.94,1
37,41.98,680,8.81,941.55,7.75,1
34,56.2,507,4.12,650.45,6.47,0
39,66.15,707,12.52,815.79,5.56,1
27,83.68,773,2.42,677.33,6.11,1
25,55.92,735,0.29,706.08,4.38,0
48,68.26,531,11.56,1076.9,6.76,0
49,73.17,829,7.8,905.78,6.04,1
25,57.05,587,0.37,736.79,7.3,0
45,77.23,605,1.93,866.94,6.19,0
34,78.03,735,7.65,845.87,6.55,1
38,80.71,712,3.39,911.59,5.82,0
40,66.88,686,3.82,568.44,6.12,1
45,95.4,640,11.9,659.92,4.81,0
36,50.77,773,12.44,582.88,8.05,1
49,91.86,677,6.44,702.09,6.44,0
38,71.52,570,5.55,741.0,3.52,0
41,80.11,766,8.71,672.4,4.12,1
27,55.2,695,4.32,1068.17,8.06,1
57,72.67,758,0.0,1304.79,6.44,0
40,81.4,720,0.0,1081.63,6.47,0
42,43.69,847,5.78,775.61,6.5,1
19,57.55,658,8.65,946.24,7.23,1
27,27.88,681,6.05,885.39,8.8,0
47,57.33,730,8.43,766.06,7.17,1
38,47.76,659,8.73,1191.44,6.96,0
18,56.73,736,10.16,1341.59,5.64,0
45,103.85,500,6.56,576.6,4.19,0
30,85.77,675,6.83,1216.86,7.21,1
49,38.41,673,5.89,769.98,7.33,0
34,68.34,670,5.22,842.29,8.15,0
37,71.98,619,1.28,962.19,9.07,0
47,54.93,743,9.52,1240.48,4.76,0
26,62.67,645,4.85,961.87,5.58,0
25,64.14,694,4.68,990.74,7.5,1
33,39.8,677,4.38,1087.74,6.5,0
43,44.53,715,1.98,1122.45,8.67,1
22,62.58,780,5.74,1012.45,6.21,0
18,61.49,694,7.55,1123.82,9.5,1
43,49.37,739,3.88,768.46,6.58,1
29,48.08,690,9.11,518.41,8.94,1
31,58.65,645,4.89,1301.5,2.89,0
18,73.29,670,1.4,671.71,7.23,0
28,58.85,660,10.12,782.55,6.53,1
35,84.34,720,6.6,827.06,3.36,0
44,49.56,687,8.59,789.14,6.48,1
27,62.9,624,8.66,740.25,4.64,1
52,54.69,664,3.16,1001.99,5.72,0
28,68.82,573,4.43,1004.33,6.96,0
28,48.28,667,9.1,1036.39,6.32,1
50,88.91,680,11.51,1022.58,7.03,1
37,34.64,807,6.19,808.33,6.74,1
29,85.73,774,4.12,807.97,10.0,1
33,61.35,608,11.05,1146.22,6.89,0
49,68.29,694,4.12,785.3,6.67,0
50,80.02,695,6.99,780.92,7.13,1
27,72.86,664,4.72,1104.49,6.46,0
35,49.05,668,6.81,895.91,4.12,1
36,69.0,655,3.16,788.89,7.54,0
25,88.01,811,4.88,790.96,8.44,1
34,46.69,651,4.12,1147.26,8.83,0
35,91.78,704,7.99,1028.93,7.53,1
46,65.79,503,6.49,952.04,6.1,0
47,53.5,738,8.64,643.41,6.89,1
32,46.6,763,3.52,952.97,9.18,1
33,56.65,606,5.37,853.19,6.16,0
42,30.67,644,7.88,699.26,4.71,0
29,53.77,712,8.58,767.65,9.81,1
41,56.06,681,1.66,1053.15,4.97,0
34,43.88,713,6.95,1173.33,4.14,0
25,71.22,660,3.56,667.37,6.98,0
25,56.72,810,8.73,695.12,7.11,1
49,50.46,633,11.58,1052.71,7.19,0
33,55.12,850,0.0,809.98,7.82,1
51,65.33,767,4.03,1021.61,6.26,0
30,61.1,738,6.79,807.02,6.28,1
38,49.49,607,5.99,1026.94,5.64,0
59,61.88,744,8.82,597.78,6.71,1
24,59.24,722,6.24,1020.85,7.31,1
18,42.91,532,4.41,438.17,7.86,0
48,55.67,582,2.94,1103.57,5.15,0
27,68.69,705,2.43,892.52,4.63,0
35,68.58,671,3.77,997.07,7.83,1
29,56.55,644,4.3,952.17,5.71,0
38,70.15,756,7.15,524.71,5.02,1
25,45.3,618,5.53,1200.7,3.72,0
33,45.77,648,4.05,973.59,8.61,0
39,56.23,635,2.97,1066.39,6.91,0
25,82.46,716,3.89,724.17,7.32,1
28,62.45,560,4.31,952.97,7.16,0
32,55.87,645,3.76,611.82,6.82,0
21,83.16,559,8.02,932.83,6.47,0
31,55.7,658,10.1,693.3,6.39,0
36,93.52,731,2.47,1800.0,5.03,0
31,52.33,732,9.36,1033.13,3.85,0
32,44.82,629,8.08,1192.79,9.87,0
35,57.5,717,6.54,845.09,6.56,1
28,56.26,667,10.58,987.78,5.84,1
42,47.88,775,5.49,1099.18,5.3,1
49,99.03,671,7.21,663.99,8.07,1
30,64.78,500,6.37,752.03,6.72,0
40,66.96,743,6.15,1113.95,5.2,0
33,53.07,648,7.38,852.03,6.04,0
39,51.33,661,6.14,735.51,6.97,1
51,75.38,704,7.4,761.19,5.92,1
40,34.86,580,3.99,631.06,7.72,0
18,42.86,685,4.08,468.94,9.69,1
40,56.29,717,3.98,526.85,5.87,1
47,80.27,705,4.91,910.05,6.07,1
33,54.38,638,9.04,1047.76,5.26,0
45,66.24,749,4.61,1454.17,6.27,0
28,60.42,610,7.96,890.9,3.56,0
20,79.44,636,6.8,618.41,8.15,1
36,36.23,670,4.68,893.74,4.5,0
18,71.04,701,9.93,1054.64,5.29,1
33,57.02,657,8.21,1126.64,6.63,1
48,73.87,766,6.01,1105.29,8.57,1
18,47.71,701,5.76,1026.01,5.22,0
22,60.37,685,6.28,920.96,6.22,1
25,58.46,698,1.41,1062.1,6.94,0
34,44.96,731,3.53,639.34,5.49,0
31,40.79,697,7.39,458.2,6.32,1
49,51.29,553,1.25,1360.52,4.11,0
45,61.95,756,3.76,889.66,5.71,0
40,48.65,688,4.82,1017.46,8.35,1
36,55.05,728,14.71,283.62,7.72,1
39,31.71,652,8.02,1239.88,5.83,0
26,54.44,552,9.29,1154.29,4.98,0
44,75.35,520,3.58,555.57,6.18,0
24,70.58,614,7.09,830.19,4.3,0
43,58.7,716,0.72,958.57,6.2,0
47,63.65,771,5.01,621.97,5.88,1
37,47.58,701,7.52,1007.53,5.83,0
33,84.37,606,1.75,1130.04,6.29,0
39,91.02,625,7.18,971.32,7.31,1
18,62.47,775,7.43,555.43,4.94,1
38,98.86,588,4.19,671.92,7.94,1
34,49.8,827,3.5,872.76,8.19,1
34,41.23,811,3.85,845.09,9.8,1
42,49.36,829,4.96,849.56,6.94,1
34,56.71,707,5.05,841.78,8.71,1
24,94.68,656,7.53,503.12,7.96,1
34,55.78,705,4.4,1077.24,6.79,1
36,47.11,744,10.81,1038.0,4.67,1
36,46.52,634,10.78,1014.92,7.84,1
37,77.1,603,6.71,994.54,6.86,1
45,74.96,660,4.97,837.5,9.18,0
24,52.72,626,4.4,766.44,7.61,1
37,31.86,767,6.95,676.13,8.08,1
48,43.07,637,7.48,1239.44,5.63,0
18,85.82,687,5.4,895.49,6.87,1
37,70.33,749,4.82,534.67,3.61,1
29,60.98,770,7.06,893.57,7.33,1
31,88.03,695,6.21,441.46,8.33,1
26,89.37,707,4.28,954.56,8.59,1
33,59.46,609,6.34,931.46,5.97,0
53,59.74,752,4.18,780.78,3.78,1
22,51.27,768,3.75,693.31,5.69,0
23,55.73,549,5.99,1023.73,6.38,0
22,37.71,803,4.28,881.74,7.11,1
52,37.64,631,3.8,472.83,3.46,0
30,34.16,722,9.14,1164.86,6.34,0
35,76.27,685,4.82,693.24,4.94,0
31,36.58,676,11.53,610.0,8.67,1
26,89.25,666,7.88,1198.91,3.0,0
33,49.04,611,3.54,1133.11,8.02,0
60,86.06,717,9.48,807.49,6.26,1
49,54.52,660,3.85,624.45,3.43,0
26,36.51,588,11.92,699.86,9.02,1
41,79.26,608,6.68,803.75,8.53,1
27,81.03,590,7.63,1167.56,8.37,0
18,46.41,643,6.09,1184.9,6.64,0
45,55.03,714,6.8,936.52,5.49,1
47,46.41,630,5.31,1043.03,6.6,0
45,58.19,748,3.22,853.94,7.32,1
30,61.62,672,7.02,707.98,5.69,0
33,54.73,660,9.07,569.87,5.21,0
42,32.72,681,2.43,971.04,7.24,0
39,51.29,778,10.62,1098.08,6.79,1
31,70.55,584,7.8,787.66,7.89,1
19,56.87,796,4.69,1161.25,8.78,1
36,55.09,747,4.64,815.31,7.78,1
46,46.04,678,11.59,918.42,4.77,0
23,50.85,763,8.82,851.36,6.48,1
41,81.13,657,9.42,1172.02,7.08,0
38,42.9,700,5.25,1008.39,7.71,0
43,70.81,642,7.67,887.16,7.79,1
44,60.71,748,7.05,916.85,6.41,0
28,63.67,630,5.48,638.44,5.76,1
19,49.01,676,6.33,408.64,8.01,1
30,54.72,728,9.33,783.07,7.07,1
44,59.91,753,10.8,857.32,6.92,1
30,52.19,623,5.25,1016.88,5.44,0
28,64.97,733,2.06,864.12,9.65,1
18,66.86,611,10.93,796.77,6.87,1
53,92.59,529,10.97,251.54,6.37,1
43,64.17,628,7.2,1015.98,6.87,1
43,31.32,738,11.38,946.42,6.3,1
45,77.45,679,6.98,1079.04,4.57,0
41,56.94,643,3.27,906.0,6.95,0
33,90.18,684,2.06,1152.31,4.32,0
33,82.06,682,2.03,778.88,6.65,1
31,52.42,724,6.01,891.08,4.11,0
61,70.83,567,4.6,952.91,3.27,0
41,51.09,673,4.26,1045.18,7.42,0
30,60.04,689,5.68,991.61,4.84,0
40,70.14,584,8.57,1005.07,7.15,1
25,76.7,583,4.36,959.14,6.75,0
50,73.43,654,3.85,857.61,6.72,0
28,61.12,681,4.56,1098.28,5.56,0
40,97.25,681,8.76,531.65,6.3,1
46,54.52,641,5.79,761.59,5.52,1
39,35.89,638,6.84,1250.21,7.92,0
36,38.78,652,10.66,752.03,5.78,0
35,82.11,701,14.53,882.81,6.13,1
34,58.85,767,7.92,1205.32,7.62,1
29,62.39,525,7.62,872.26,5.57,0
31,51.86,724,2.45,716.55,3.81,0
50,53.21,672,7.11,1163.64,4.91,0
34,48.19,717,6.19,836.35,8.08,1
27,67.07,763,8.68,851.37,6.62,1
30,58.54,627,4.82,464.32,6.94,1
46,66.53,746,6.6,871.99,6.94,1
42,65.09,592,7.82,1050.25,9.18,0
41,53.61,689,11.7,805.21,3.39,0
32,38.12,663,10.69,618.1,6.31,1
41,36.81,683,9.8,794.3,6.55,1
29,105.4,611,8.18,764.65,6.47,1
32,82.17,711,4.71,844.2,7.7,1
45,80.1,791,8.18,786.13,7.74,1
44,49.88,612,3.68,1266.21,6.18,0
25,60.14,693,5.38,966.52,3.97,0
26,47.77,740,11.34,517.15,10.0,1
36,40.32,659,7.61,915.73,6.49,1
52,51.17,775,6.68,891.21,6.63,1
18,79.89,650,7.07,1162.78,8.39,1
38,72.61,672,5.72,865.68,5.91,1
21,45.45,610,0.0,859.36,8.44,1
29,55.28,689,2.21,1309.86,6.04,0
31,71.24,680,7.85,664.86,9.24,1
31,51.44,725,3.24,1075.49,7.18,1
30,61.19,635,5.68,914.06,5.49,0
35,66.03,632,2.32,789.81,9.77,1
30,65.86,712,3.84,757.41,7.4,1
20,63.81,778,5.99,1198.84,5.59,1
43,50.19,724,8.77,1002.37,4.39,0
43,51.74,809,9.37,1032.25,7.55,1
43,43.0,719,3.8,1095.75,8.58,1
20,36.58,716,6.92,975.22,7.08,1
38,58.28,728,1.72,666.58,7.0,1
42,72.24,784,6.17,554.22,8.84,1
25,39.3,767,8.86,1238.72,7.4,1
35,64.09,604,5.8,945.76,5.51,0
34,71.77,736,9.95,917.44,5.58,1
53,32.45,699,8.51,1297.01,7.33,1
54,55.94,666,6.72,665.84,7.25,1
18,84.69,556,5.25,344.83,8.13,0
60,68.28,572,4.4,501.46,7.05,0
26,31.94,654,1.63,783.2,7.52,1
45,69.88,577,2.11,925.78,7.02,0
45,48.78,656,8.98,1206.16,7.95,1
25,70.37,730,10.54,1085.51,7.62,1
40,49.65,639,2.76,336.41,6.11,1
34,59.2,686,6.2,1516.15,6.22,0
41,51.94,605,1.28,809.68,6.99,0
37,60.05,701,3.07,1170.12,6.67,0
47,51.49,716,6.78,1020.12,8.47,1
36,56.65,580,4.44,901.18,6.82,0
33,42.37,627,0.25,847.85,4.36,0
46,67.36,591,11.16,655.28,4.73,0
41,62.63,716,5.85,616.67,6.14,1
42,35.75,691,2.69,863.43,7.58,1
28,74.89,677,6.38,594.6,5.41,1
25,57.36,671,5.76,1262.54,7.48,0
29,62.43,703,7.27,921.33,5.35,0
29,71.47,704,4.98,1360.4,6.74,0
43,64.92,645,6.94,804.16,7.12,1
45,77.48,636,8.83,770.09,4.79,0
33,55.6,676,2.05,1029.99,7.09,0
49,75.52,667,3.92,842.96,8.92,1
49,61.84,824,8.52,1114.08,6.2,1
37,67.61,653,4.35,1216.41,6.61,0
27,66.05,700,5.75,1141.81,6.88,0
51,78.61,713,4.59,1200.17,6.64,0
34,70.82,778,4.78,1079.87,6.54,1
36,53.36,623,4.52,779.21,6.42,0
32,50.38,774,2.22,1150.77,4.15,0
26,59.25,670,7.38,1053.47,7.18,1
20,48.6,850,9.19,764.1,4.89,1
41,44.22,705,5.47,792.0,7.06,1
27,28.08,594,8.85,879.8,7.55,1
65,36.76,666,4.53,1144.53,7.11,0
24,89.78,774,4.35,925.72,5.17,1
22,50.15,686,7.23,898.76,6.97,0
40,88.55,676,7.28,864.99,6.18,1
50,66.05,730,5.66,822.26,5.62,0
36,59.25,656,8.03,643.94,9.6,1
41,37.49,665,2.14,1074.95,5.15,0
18,60.07,614,5.09,676.17,7.24,0
28,88.38,801,8.89,914.88,8.79,1
24,83.36,594,8.89,810.05,7.07,0
18,64.11,692,8.51,1068.59,5.58,1
36,42.77,714,9.06,824.76,5.67,1
18,45.64,679,4.88,678.63,4.4,0
22,47.21,592,0.88,1117.65,6.64,0
30,79.17,610,5.22,718.28,6.7,1
27,84.48,717,7.91,934.03,6.12,1
39,62.94,625,8.4,1180.24,8.64,0
38,55.45,535,4.42,739.37,6.44,0
44,83.23,707,3.1,877.23,4.17,0
43,45.32,619,3.39,805.14,8.77,1
46,60.78,724,4.37,928.92,4.78,0
35,66.94,666,0.31,884.94,7.32,0
38,47.06,663,4.42,1102.49,7.52,0
40,50.46,684,6.14,763.44,6.44,1
36,49.29,600,5.71,1180.32,7.96,0
31,81.25,622,5.01,1253.03,6.68,0
32,88.72,662,3.93,956.44,6.02,1
27,61.72,600,4.28,726.17,3.44,0
39,55.98,730,4.33,890.96,3.97,0
34,51.0,658,8.12,872.53,10.0,1
28,60.03,579,6.0,1289.92,7.67,0
28,51.75,641,15.5,877.3,8.45,1
23,58.54,687,5.0,1204.22,10.0,1
45,66.2,649,7.31,924.52,6.03,0
36,53.92,708,5.07,910.08,6.36,0
26,57.16,720,5.0,822.03,4.1,1
43,57.22,848,10.69,842.56,6.14,1
29,55.24,761,8.99,1095.74,6.1,0
21,53.38,565,0.74,739.27,5.99,0
45,71.43,655,2.93,1111.14,8.15,0
30,33.44,661,5.59,1216.99,7.65,0
31,83.61,720,4.45,769.8,7.95,1
35,62.03,615,1.48,1165.75,4.74,0
46,69.15,643,6.35,1130.61,6.62,0
35,70.88,593,0.37,1091.23,7.09,0
23,49.38,638,6.38,760.07,9.38,1
40,46.28,640,8.19,873.73,6.75,1
30,44.52,658,8.62,873.43,6.33,1
54,56.29,597,5.57,1359.95,8.2,0
35,70.49,749,10.53,897.79,6.19,1
18,51.24,713,6.99,859.68,7.28,1
39,69.12,579,8.54,647.45,7.23,1
54,24.48,682,3.79,686.19,5.79,0
51,54.22,570,10.56,749.49,5.54,1
53,77.51,774,5.99,979.49,6.45,1
25,57.44,793,10.73,586.71,5.85,1
44,47.56,676,10.07,753.51,4.25,0
28,50.15,620,6.77,490.58,7.58,0
37,20.0,634,7.22,1208.42,7.36,0
22,44.82,648,5.46,923.41,5.39,0
29,75.86,673,3.54,968.29,5.24,0
28,51.26,776,7.79,660.2,7.23,1
44,53.03,747,7.63,1155.48,9.13,1
43,25.02,748,1.14,1230.67,8.03,0
38,35.54,692,5.75,914.72,8.3,1
21,77.85,599,8.6,794.59,6.04,0
32,69.26,626,10.4,1021.49,7.12,1
28,40.54,684,8.18,1061.66,6.3,0
44,50.54,596,1.45,1091.47,5.41,0
47,59.56,701,2.84,1046.06,6.79,0
46,42.06,736,4.96,1112.08,5.2,0
27,29.94,718,10.2,747.62,5.38,0
18,57.61,715,4.18,1100.62,5.83,1
18,68.59,549,9.18,800.16,5.99,0
49,68.88,773,4.13,347.82,6.46,1
31,73.13,570,7.6,798.14,3.4,1
27,36.7,669,3.18,778.14,5.1,0
51,60.87,723,5.42,953.03,8.86,1
48,55.97,705,2.61,1084.36,6.49,0
35,58.69,591,10.33,942.42,7.34,0
32,56.82,603,3.92,1341.9,7.12,0
34,50.09,700,1.36,784.49,6.34,1
37,20.0,716,1.12,462.7,5.18,0
51,77.43,602,5.74,961.16,5.68,0
39,64.95,707,4.63,780.13,9.44,1
42,37.74,574,7.95,661.15,5.7,0
47,67.1,724,5.29,834.54,9.08,1
23,53.29,618,9.5,727.65,5.88,1
43,53.72,686,4.84,749.35,6.02,1
32,48.47,674,9.08,1234.95,6.61,0
18,68.05,761,3.14,927.35,6.24,1
18,48.0,697,1.49,841.62,5.09,0
25,43.55,638,3.53,1251.48,6.48,0
40,76.98,705,2.61,835.0,4.29,0
36,57.32,830,2.28,629.37,7.05,1
37,57.79,732,7.24,608.18,6.84,1
55,70.39,676,5.21,882.4,7.59,1
22,49.99,622,6.43,538.7,5.75,1
35,52.98,637,7.58,642.06,7.61,1
38,64.59,728,0.94,816.12,7.15,1
28,36.88,618,7.71,1149.03,6.69,0
35,63.32,680,2.38,1184.2,9.47,0
19,48.66,781,4.27,1045.12,7.21,1
49,72.83,691,0.32,899.15,5.8,0
28,68.2,604,7.96,774.51,8.8,1
55,66.22,832,0.93,985.44,7.27,1
35,35.9,803,2.4,1292.03,9.17,1
45,58.45,715,2.62,931.11,3.72,0
34,42.34,769,5.61,798.36,6.05,1
35,59.45,661,5.52,865.31,6.05,1
29,25.27,731,8.44,841.33,3.67,0
36,36.89,650,5.69,1020.73,6.75,0
38,77.84,585,8.9,731.99,5.94,1
27,65.54,850,7.14,989.36,3.5,0
34,54.69,582,3.16,1025.0,5.35,0
29,46.37,701,4.0,975.69,8.58,1
58,43.74,700,10.53,661.03,7.86,1
34,63.0,716,9.68,867.12,5.43,1
50,54.85,674,8.47,784.1,5.39,0
33,83.2,674,8.87,883.75,7.79,1
38,57.23,690,7.4,753.35,3.55,1
22,60.88,714,7.01,1173.54,7.39,1
31,39.17,680,6.15,941.12,3.75,0
37,54.59,675,11.1,544.01,8.96,1
51,62.65,588,4.61,607.46,7.49,1
37,54.41,821,6.72,1165.05,3.73,1
49,52.72,717,0.88,860.38,5.93,0
41,64.9,695,1.71,814.24,6.98,1
51,82.72,636,11.45,1148.28,3.52,0
34,62.17,610,7.85,866.67,6.43,0
59,77.16,740,5.36,637.07,7.22,1
30,69.32,669,6.23,651.92,3.4,0
27,76.27,723,1.93,1038.05,7.62,1
23,50.85,585,4.72,1346.48,6.31,0
58,56.9,788,1.63,1084.7,7.88,1
43,56.96,743,5.11,815.98,6.15,1
32,68.19,674,8.04,850.12,4.91,0
47,71.89,713,7.36,910.66,4.77,0
42,61.88,732,10.77,455.61,6.03,1
55,73.15,586,6.88,905.16,6.22,0
20,51.55,797,0.0,1028.5,8.1,1
32,73.28,714,11.85,1290.05,6.08,1
30,75.24,631,3.48,1139.96,4.16,0
18,70.16,603,6.49,1324.58,5.81,1
46,62.01,749,6.31,1269.73,4.21,0
32,70.7,695,6.72,1206.83,7.02,0
42,46.59,714,6.14,905.76,7.37,1
59,62.98,682,6.2,975.87,7.63,1
31,64.51,610,2.04,532.56,6.05,0
31,40.06,716,13.76,928.68,5.45,1
36,67.12,666,7.95,1024.56,5.73,1
45,41.27,678,6.16,837.66,6.36,0
29,53.58,846,11.53,560.84,5.74,1
29,60.6,741,2.78,1248.22,8.91,0
46,49.04,745,8.61,989.34,5.95,1
39,61.24,850,4.33,1278.53,6.35,0
18,61.0,707,7.21,1063.28,5.37,1
23,47.7,688,7.27,1201.06,5.41,0
50,68.52,632,0.0,1155.88,4.59,0
39,48.54,648,1.71,750.53,4.96,0
27,94.32,537,10.76,788.03,9.31,1
33,58.36,735,5.24,805.76,7.32,1
35,42.43,591,12.0,687.4,5.99,0
42,45.23,743,9.93,1288.33,5.52,0
21,77.21,677,5.34,909.3,8.35,1
27,53.86,689,5.07,1001.09,5.25,0
38,39.54,677,10.95,607.17,3.95,1
34,72.81,777,12.31,1080.09,7.21,1
41,53.77,765,5.14,809.92,5.11,1
23,69.8,678,10.61,1177.41,4.57,0
39,74.03,617,9.09,749.21,4.86,1
46,64.12,745,9.61,1193.02,7.12,1
40,95.94,612,6.3,1106.99,6.34,0
36,34.13,571,3.98,797.55,5.02,0
34,47.73,715,2.84,1211.92,7.2,0
27,56.16,765,2.09,1152.74,5.26,0
34,93.92,652,11.73,1007.72,4.05,0
48,86.97,708,6.03,681.4,4.54,0
34,79.33,651,2.57,1076.02,6.53,0
26,48.09,731,9.01,914.52,5.32,1
30,49.84,757,4.56,910.86,6.66,1
37,47.57,662,4.05,916.24,8.17,0
31,48.25,608,12.2,893.37,5.55,0
40,82.39,578,2.01,709.56,10.0,1
40,56.34,745,6.71,566.62,6.91,1
44,58.33,600,4.23,521.22,6.24,0
49,71.62,706,3.75,965.86,4.5,0
45,35.05,734,1.61,366.76,5.98,1
26,60.79,645,6.18,1059.77,6.13,0
26,43.55,668,3.38,1011.36,7.64,0
34,55.58,750,7.77,833.4,5.61,1
30,51.2,623,5.86,1125.84,7.15,0
24,50.43,616,5.06,842.78,6.56,1
31,63.38,664,3.39,992.08,7.96,0
30,63.32,769,10.29,469.2,8.08,1
28,56.7,793,8.21,406.8,7.0,1
32,65.56,673,3.96,848.23,7.65,0
47,46.97,630,1.92,993.03,8.19,1
37,70.22,754,0.34,1109.06,7.31,0
60,56.91,563,9.41,861.0,6.92,0
37,52.75,697,8.73,954.24,7.11,1
32,48.08,677,9.14,1072.97,8.92,1
35,56.38,771,5.64,871.89,6.67,1
38,88.06,778,8.42,1029.2,7.59,1
39,59.05,614,9.08,651.66,5.49,1
56,42.83,692,5.79,535.59,8.75,1
27,73.78,640,4.93,782.55,7.17,1
44,52.92,659,3.07,1070.45,5.98,0
37,64.26,723,7.28,743.57,6.39,1
19,50.92,657,7.68,1043.18,6.17,0
43,79.21,694,4.78,674.07,6.51,1
48,51.14,747,5.13,771.85,6.81,1
26,80.97,786,5.35,953.25,6.2,1
35,44.26,700,8.37,753.17,4.12,0
18,55.61,688,1.88,790.45,9.16,1
22,81.0,602,2.68,326.15,6.9,1
45,62.52,791,2.74,1084.63,6.91,0
30,94.07,715,5.55,873.91,6.43,1
24,55.96,690,6.95,692.03,7.86,1
37,63.86,686,2.79,1303.17,6.57,0
30,88.58,705,8.73,726.39,6.03,1
30,37.29,734,10.39,786.58,6.13,1
42,35.43,743,7.24,688.41,8.38,1
23,48.07,793,9.37,1142.83,6.8,1
26,72.2,697,3.25,1215.43,6.45,0
37,35.85,803,3.33,1193.46,5.85,1
45,68.96,754,7.54,1191.36,6.02,0
47,67.9,676,5.88,768.59,8.12,1
28,90.22,563,3.32,1267.93,5.13,0
44,75.68,686,10.28,856.97,7.5,1
27,65.46,789,6.9,560.62,7.56,1
53,80.39,626,8.11,806.17,6.82,0
24,68.08,686,3.98,971.71,6.22,0
48,53.1,692,11.04,758.14,4.28,0
28,42.83,746,5.53,932.32,7.5,1
55,51.46,653,9.06,1018.05,4.11,0
41,59.4,619,4.25,990.33,6.75,0
25,62.63,720,6.51,1044.13,6.58,0
30,27.97,628,7.67,860.39,7.65,0
43,56.71,552,11.99,740.0,5.16,0
46,60.43,809,4.68,576.56,5.08,1
34,68.21,745,6.61,880.64,7.3,1
35,84.4,812,7.78,781.81,6.24,1
43,62.78,741,1.76,873.95,3.47,0
36,46.36,728,0.0,444.47,6.49,1
22,32.73,706,3.01,565.94,9.21,1
27,70.31,667,8.9,1012.2,7.32,1
37,46.96,716,11.15,540.19,4.72,1
47,73.0,641,3.23,858.19,7.2,0
51,80.96,605,2.35,717.22,7.97,0
43,36.84,657,10.6,703.25,3.91,0
38,68.31,770,4.3,918.77,6.07,1
42,79.39,594,4.88,906.28,8.45,0
28,75.29,595,10.38,1020.18,4.21,0
33,28.55,721,9.88,657.56,6.08,1
27,47.2,651,8.8,705.42,6.18,0
23,40.8,714,0.87,1147.11,5.88,0
38,67.85,749,2.22,850.58,8.56,1
37,66.2,712,9.36,980.5,8.33,1
42,20.0,636,6.95,790.63,6.05,0
40,55.49,770,3.67,1000.15,4.97,1
37,72.01,732,4.97,352.47,8.41,1
41,62.22,682,9.33,1153.31,7.66,1
35,62.19,678,10.58,799.84,6.47,1
39,54.53,706,5.98,625.24,7.48,1
28,44.12,658,3.94,666.25,7.47,0
39,59.74,566,5.17,842.01,5.19,0
42,60.78,733,10.03,875.71,5.61,1
28,69.23,728,9.97,931.06,6.51,1
36,70.45,519,6.58,637.62,3.6,0
29,61.29,716,4.41,1091.66,5.99,0
30,76.42,803,9.25,784.66,5.31,1
24,54.38,601,10.87,773.65,6.76,0
48,38.34,675,1.64,850.22,4.81,0
46,67.16,667,5.3,1045.82,7.14,1
40,61.9,796,9.47,892.54,6.83,1
55,67.45,758,6.22,780.68,6.35,1
33,41.03,619,4.53,828.78,7.2,0
65,86.86,704,6.56,1168.21,7.39,1
33,70.66,841,7.11,1132.18,6.14,1
38,55.68,636,2.62,980.48,6.55,0
31,45.97,679,6.27,932.69,5.48,0
39,76.16,716,7.1,1408.99,5.46,0
43,43.47,637,4.53,1001.97,8.87,0
34,93.92,803,3.66,939.73,6.2,1
53,50.8,647,4.39,855.54,6.48,0
37,85.81,583,3.09,978.5,6.38,1
38,57.23,643,8.55,230.04,7.06,1
26,83.71,726,3.05,1126.1,5.68,0
39,48.98,624,6.57,620.21,5.83,0
34,60.28,701,4.88,742.02,7.91,1
29,72.07,719,3.88,591.96,4.27,1
27,69.93,595,10.11,737.99,6.78,0
62,76.51,641,5.61,825.13,5.27,0
32,52.69,704,3.99,1095.66,3.49,0
20,61.27,729,3.7,1183.59,6.38,1
28,78.73,642,7.02,1327.04,4.77,0
